orderid,orderdate,region,salesperson,category,product,units,unitprice,revenue,customertype,month,revenue_category
ORD04132,2024-04-29,South,Amit,Furniture,Cabinet,46,1219.12,56079.52,Retail,4,High Revenue
ORD04133,2025-11-10,East,Rahul,Grocery,Sugar,31,22.5,697.5,Wholesale,11,Low Revenue
ORD04134,2025-08-11,East,Karthik,Clothing,Jeans,35,448.89,15711.15,Wholesale,8,Low Revenue
ORD04135,2024-04-08,South,Arjun,Furniture,Desk,47,1518.61,71374.67,Wholesale,4,High Revenue
ORD04136,2024-11-22,East,Arjun,Clothing,Jacket,49,1131.72,55454.28,Retail,11,High Revenue
ORD04137,2024-06-21,West,Rahul,Clothing,Shoes,19,449.35,8537.65,Wholesale,6,Low Revenue
ORD04138,2024-11-03,East,Arjun,Furniture,Desk,11,321.27,3533.97,Wholesale,11,Low Revenue
ORD04139,2024-10-28,East,Arjun,Electronics,Phone,14,1370.91,19192.74,Retail,10,Low Revenue
ORD04140,2025-06-17,West,Rahul,Grocery,Rice,33,583.59,19258.47,Wholesale,6,Low Revenue
ORD04141,2025-07-13,East,Sneha,Electronics,Monitor,5,1980.34,9901.7,Wholesale,7,Low Revenue
ORD04142,2024-02-15,South,Priya,Grocery,Sugar,33,152.13,5020.29,Retail,2,Low Revenue
ORD04143,2025-05-16,South,Rahul,Grocery,Milk,13,424.61,5519.93,Wholesale,5,Low Revenue
ORD04144,2024-09-13,East,Rahul,Electronics,Monitor,17,1715.8,29168.6,Retail,9,Low Revenue
ORD04145,2025-01-14,West,Sneha,Grocery,Sugar,22,887.15,19517.3,Wholesale,1,Low Revenue
ORD04146,2025-06-14,North,Meena,Furniture,Desk,4,1825.27,7301.08,Retail,6,Low Revenue
ORD04147,2024-05-23,East,Divya,Grocery,Milk,21,1983.63,41656.23,Retail,5,Medium Revenue
ORD04148,2024-12-10,South,Sneha,Clothing,Jeans,46,473.93,21800.78,Retail,12,Low Revenue
ORD04149,2025-09-10,East,Karthik,Clothing,Jeans,16,682.22,10915.52,Retail,9,Low Revenue
ORD04150,2025-12-20,East,Amit,Furniture,Table,35,849.55,29734.25,Retail,12,Low Revenue
ORD04151,2025-05-04,East,Karthik,Grocery,Sugar,35,1350.37,47262.95,Wholesale,5,Medium Revenue
ORD04152,2024-05-01,East,Rahul,Furniture,Desk,35,1110.69,38874.15,Retail,5,Medium Revenue
ORD04153,2025-02-11,West,Arjun,Clothing,Jacket,45,1744.43,78499.35,Wholesale,2,High Revenue
ORD04154,2024-05-07,North,Priya,Clothing,Jeans,18,423.39,7621.02,Wholesale,5,Low Revenue
ORD04155,2024-08-15,West,Sneha,Grocery,Oil,36,1841.27,66285.72,Wholesale,8,High Revenue
ORD04156,2024-09-25,West,Meena,Furniture,Table,16,645.92,10334.72,Wholesale,9,Low Revenue
ORD04157,2024-07-09,North,Rahul,Clothing,Shirt,50,271.17,13558.5,Retail,7,Low Revenue
ORD04158,2025-01-19,West,Sneha,Clothing,Jacket,21,1702.36,35749.56,Retail,1,Medium Revenue
ORD04159,2025-09-17,East,Karthik,Clothing,Shoes,13,1873.38,24353.94,Wholesale,9,Low Revenue
ORD04160,2024-03-26,South,Rahul,Furniture,Cabinet,46,86.56,3981.76,Wholesale,3,Low Revenue
ORD04161,2024-07-14,East,Rahul,Electronics,Phone,1,1463.83,1463.83,Wholesale,7,Low Revenue
ORD04162,2024-07-24,South,Rahul,Furniture,Cabinet,37,1319.25,48812.25,Wholesale,7,Medium Revenue
ORD04163,2025-11-06,West,Amit,Furniture,Table,2,468.6,937.2,Wholesale,11,Low Revenue
ORD04164,2025-11-28,North,Priya,Electronics,Phone,23,152.45,3506.35,Retail,11,Low Revenue
ORD04165,2025-09-02,East,Arjun,Furniture,Cabinet,17,394.91,6713.47,Wholesale,9,Low Revenue
ORD04166,2024-12-03,North,Meena,Electronics,Phone,18,1902.04,34236.72,Retail,12,Medium Revenue
ORD04167,2024-05-16,East,Arjun,Furniture,Cabinet,1,1638.94,1638.94,Wholesale,5,Low Revenue
ORD04168,2024-08-22,North,Rahul,Electronics,Phone,40,641.03,25641.2,Retail,8,Low Revenue
ORD04169,2025-08-22,North,Priya,Clothing,Jacket,15,598.82,8982.3,Retail,8,Low Revenue
ORD04170,2025-05-04,West,Karthik,Clothing,Jacket,12,1076.23,12914.76,Retail,5,Low Revenue
ORD04171,2025-05-02,South,Divya,Furniture,Chair,7,1799.01,12593.07,Retail,5,Low Revenue
ORD04172,2024-03-26,West,Rahul,Furniture,Desk,33,1006.45,33212.85,Wholesale,3,Medium Revenue
ORD04173,2024-10-29,South,Divya,Electronics,Tablet,3,20.28,60.84,Wholesale,10,Low Revenue
ORD04174,2024-05-13,North,Priya,Clothing,Shirt,7,718.01,5026.07,Wholesale,5,Low Revenue
ORD04175,2024-09-03,West,Arjun,Furniture,Desk,29,54.93,1592.97,Retail,9,Low Revenue
ORD04176,2025-12-29,South,Meena,Grocery,Sugar,1,1267.99,1267.99,Retail,12,Low Revenue
ORD04177,2024-02-29,West,Divya,Electronics,Laptop,39,630.64,24594.96,Retail,2,Low Revenue
ORD04178,2025-10-05,South,Priya,Grocery,Sugar,27,701.37,18936.99,Wholesale,10,Low Revenue
ORD04179,2024-04-26,North,Meena,Electronics,Monitor,25,158.11,3952.75,Wholesale,4,Low Revenue
ORD04180,2025-12-10,South,Meena,Furniture,Desk,12,601.45,7217.4,Retail,12,Low Revenue
ORD04181,2024-08-07,East,Amit,Grocery,Sugar,2,267.93,535.86,Retail,8,Low Revenue
ORD04182,2025-12-26,West,Sneha,Furniture,Desk,48,1703.7,81777.6,Retail,12,High Revenue
ORD04183,2025-08-16,West,Arjun,Grocery,Rice,38,797.0,30286.0,Wholesale,8,Medium Revenue
ORD04184,2024-08-03,West,Rahul,Furniture,Cabinet,48,1970.67,94592.16,Retail,8,High Revenue
ORD04185,2024-03-03,West,Priya,Electronics,Tablet,9,21.74,195.66,Wholesale,3,Low Revenue
ORD04186,2024-11-05,North,Meena,Clothing,Jeans,50,1105.71,55285.5,Retail,11,High Revenue
ORD04187,2025-08-09,South,Rahul,Clothing,Jacket,10,1796.4,17964.0,Wholesale,8,Low Revenue
ORD04188,2025-04-24,North,Sneha,Grocery,Oil,7,83.55,584.85,Retail,4,Low Revenue
ORD04189,2024-03-12,East,Divya,Clothing,Shoes,21,752.7,15806.7,Retail,3,Low Revenue
ORD04190,2024-06-15,South,Rahul,Electronics,Tablet,44,1105.93,48660.92,Retail,6,Medium Revenue
ORD04191,2024-11-27,South,Amit,Clothing,Shoes,5,699.32,3496.6,Wholesale,11,Low Revenue
ORD04192,2024-07-07,West,Sneha,Furniture,Chair,38,512.72,19483.36,Wholesale,7,Low Revenue
ORD04193,2025-02-04,North,Amit,Clothing,Jacket,38,69.41,2637.58,Wholesale,2,Low Revenue
ORD04194,2024-09-22,South,Divya,Clothing,Shoes,6,1893.96,11363.76,Wholesale,9,Low Revenue
ORD04195,2024-12-17,West,Sneha,Grocery,Oil,47,1473.98,69277.06,Wholesale,12,High Revenue
ORD04196,2025-01-23,West,Divya,Clothing,Shoes,31,1511.54,46857.74,Wholesale,1,Medium Revenue
ORD04197,2025-11-27,West,Meena,Grocery,Sugar,42,1227.44,51552.48,Retail,11,High Revenue
ORD04198,2025-04-23,South,Priya,Electronics,Monitor,33,892.86,29464.38,Wholesale,4,Low Revenue
ORD04199,2025-05-03,East,Meena,Electronics,Monitor,18,688.43,12391.74,Wholesale,5,Low Revenue
ORD04200,2025-04-05,East,Arjun,Clothing,Shoes,25,884.78,22119.5,Wholesale,4,Low Revenue
ORD04201,2025-04-09,West,Meena,Furniture,Cabinet,15,391.51,5872.65,Wholesale,4,Low Revenue
ORD04202,2025-09-10,North,Karthik,Furniture,Table,4,190.56,762.24,Retail,9,Low Revenue
ORD04203,2025-01-20,North,Sneha,Grocery,Oil,33,236.39,7800.87,Wholesale,1,Low Revenue
ORD04204,2025-04-30,South,Sneha,Grocery,Oil,18,202.25,3640.5,Wholesale,4,Low Revenue
ORD04205,2024-12-22,West,Meena,Clothing,Shirt,41,728.4,29864.4,Retail,12,Low Revenue
ORD04206,2025-02-05,East,Rahul,Grocery,Milk,36,1895.18,68226.48,Retail,2,High Revenue
ORD04207,2025-07-22,South,Meena,Furniture,Chair,38,56.78,2157.64,Retail,7,Low Revenue
ORD04208,2024-11-07,West,Priya,Grocery,Oil,2,1782.93,3565.86,Wholesale,11,Low Revenue
ORD04209,2025-09-16,East,Priya,Furniture,Chair,42,1464.98,61529.16,Retail,9,High Revenue
ORD04210,2024-06-06,North,Sneha,Clothing,Jeans,39,962.63,37542.57,Wholesale,6,Medium Revenue
ORD04211,2024-08-10,North,Karthik,Grocery,Milk,48,929.41,44611.68,Retail,8,Medium Revenue
ORD04212,2025-08-14,West,Sneha,Clothing,Jeans,14,1986.69,27813.66,Retail,8,Low Revenue
ORD04213,2025-11-25,West,Priya,Clothing,Shoes,39,767.93,29949.27,Retail,11,Low Revenue
ORD04214,2025-07-02,North,Priya,Furniture,Desk,46,1579.71,72666.66,Retail,7,High Revenue
ORD04215,2024-08-13,West,Priya,Furniture,Table,20,1439.9,28798.0,Retail,8,Low Revenue
ORD04216,2025-02-03,South,Sneha,Grocery,Oil,5,534.7,2673.5,Retail,2,Low Revenue
ORD04217,2025-11-01,West,Meena,Electronics,Monitor,46,747.31,34376.26,Retail,11,Medium Revenue
ORD04218,2024-06-02,West,Amit,Furniture,Desk,34,1957.43,66552.62,Retail,6,High Revenue
ORD04219,2024-09-27,East,Priya,Furniture,Cabinet,11,339.48,3734.28,Wholesale,9,Low Revenue
ORD04220,2024-04-02,East,Meena,Furniture,Table,13,1388.75,18053.75,Wholesale,4,Low Revenue
ORD04221,2024-04-13,North,Priya,Electronics,Monitor,13,1095.55,14242.15,Wholesale,4,Low Revenue
ORD04222,2025-06-02,West,Amit,Electronics,Laptop,45,1469.49,66127.05,Wholesale,6,High Revenue
ORD04223,2025-06-06,North,Sneha,Furniture,Table,24,997.54,23940.96,Wholesale,6,Low Revenue
ORD04224,2025-01-03,North,Karthik,Electronics,Tablet,39,1558.67,60788.13,Wholesale,1,High Revenue
ORD04225,2025-05-21,North,Sneha,Clothing,Shoes,37,598.84,22157.08,Retail,5,Low Revenue
ORD04226,2025-06-16,West,Arjun,Clothing,Shirt,30,302.88,9086.4,Wholesale,6,Low Revenue
ORD04227,2024-03-20,North,Amit,Grocery,Rice,15,762.27,11434.05,Wholesale,3,Low Revenue
ORD04228,2025-10-31,North,Divya,Furniture,Table,7,1430.08,10010.56,Wholesale,10,Low Revenue
ORD04229,2024-02-17,South,Karthik,Grocery,Rice,18,376.27,6772.86,Retail,2,Low Revenue
ORD04230,2025-09-22,South,Meena,Grocery,Milk,31,1881.83,58336.73,Retail,9,High Revenue
ORD04231,2024-08-29,West,Arjun,Electronics,Phone,19,1577.84,29978.96,Wholesale,8,Low Revenue
ORD04232,2025-11-17,South,Rahul,Electronics,Tablet,24,1636.2,39268.8,Retail,11,Medium Revenue
ORD04233,2025-05-09,East,Meena,Clothing,Shirt,3,708.75,2126.25,Wholesale,5,Low Revenue
ORD04234,2025-09-26,West,Priya,Furniture,Cabinet,50,1705.57,85278.5,Wholesale,9,High Revenue
ORD04235,2025-11-05,West,Meena,Grocery,Milk,32,343.32,10986.24,Retail,11,Low Revenue
ORD04236,2024-11-01,South,Priya,Clothing,Jeans,41,185.07,7587.87,Wholesale,11,Low Revenue
ORD04237,2025-08-04,South,Divya,Electronics,Laptop,15,959.17,14387.55,Retail,8,Low Revenue
ORD04238,2025-05-30,North,Sneha,Furniture,Cabinet,28,1634.75,45773.0,Retail,5,Medium Revenue
ORD04239,2025-05-04,West,Arjun,Grocery,Rice,4,1068.69,4274.76,Retail,5,Low Revenue
ORD04240,2025-02-15,North,Priya,Furniture,Chair,37,387.17,14325.29,Retail,2,Low Revenue
ORD04241,2024-12-30,West,Amit,Electronics,Tablet,45,731.39,32912.55,Wholesale,12,Medium Revenue
ORD04242,2025-12-31,West,Karthik,Electronics,Tablet,7,499.95,3499.65,Wholesale,12,Low Revenue
ORD04243,2025-11-13,South,Arjun,Electronics,Monitor,3,90.8,272.4,Retail,11,Low Revenue
ORD04244,2024-04-07,North,Meena,Grocery,Sugar,3,1306.91,3920.73,Retail,4,Low Revenue
ORD04245,2024-08-23,South,Sneha,Electronics,Tablet,16,1332.48,21319.68,Retail,8,Low Revenue
ORD04246,2025-06-14,East,Karthik,Grocery,Sugar,29,887.67,25742.43,Wholesale,6,Low Revenue
ORD04247,2025-02-21,East,Meena,Furniture,Chair,9,1057.74,9519.66,Wholesale,2,Low Revenue
ORD04248,2025-06-07,South,Karthik,Grocery,Milk,9,201.33,1811.97,Retail,6,Low Revenue
ORD04249,2024-07-04,North,Arjun,Electronics,Monitor,26,1105.66,28747.16,Wholesale,7,Low Revenue
ORD04250,2025-07-23,South,Divya,Furniture,Desk,37,514.38,19032.06,Wholesale,7,Low Revenue
ORD04251,2025-01-04,North,Divya,Furniture,Chair,35,542.19,18976.65,Wholesale,1,Low Revenue
ORD04252,2024-06-10,South,Rahul,Electronics,Laptop,40,393.31,15732.4,Wholesale,6,Low Revenue
ORD04253,2025-01-10,East,Meena,Clothing,Jacket,7,645.27,4516.89,Wholesale,1,Low Revenue
ORD04254,2024-12-29,East,Sneha,Clothing,Jeans,8,1930.98,15447.84,Retail,12,Low Revenue
ORD04255,2024-11-04,South,Priya,Electronics,Phone,2,318.78,637.56,Wholesale,11,Low Revenue
ORD04256,2024-02-27,South,Rahul,Clothing,Jeans,7,1423.44,9964.08,Wholesale,2,Low Revenue
ORD04257,2024-03-15,East,Divya,Furniture,Table,34,1978.84,67280.56,Wholesale,3,High Revenue
ORD04258,2025-09-26,North,Rahul,Electronics,Tablet,48,665.31,31934.88,Wholesale,9,Medium Revenue
ORD04259,2025-07-04,North,Meena,Electronics,Laptop,36,534.17,19230.12,Wholesale,7,Low Revenue
ORD04260,2025-04-08,North,Sneha,Grocery,Rice,43,1145.56,49259.08,Retail,4,Medium Revenue
ORD04261,2024-05-16,East,Divya,Furniture,Cabinet,34,850.08,28902.72,Retail,5,Low Revenue
ORD04262,2025-01-02,East,Divya,Electronics,Monitor,29,1689.86,49005.94,Wholesale,1,Medium Revenue
ORD04263,2025-10-10,South,Karthik,Furniture,Table,18,623.14,11216.52,Wholesale,10,Low Revenue
ORD04264,2024-09-06,East,Meena,Clothing,Jacket,3,1456.21,4368.63,Wholesale,9,Low Revenue
ORD04265,2024-01-17,North,Karthik,Furniture,Chair,24,906.75,21762.0,Wholesale,1,Low Revenue
ORD04266,2024-01-02,North,Sneha,Furniture,Desk,10,955.47,9554.7,Wholesale,1,Low Revenue
ORD04267,2025-01-14,East,Meena,Clothing,Shoes,21,1221.46,25650.66,Retail,1,Low Revenue
ORD04268,2024-01-14,North,Sneha,Furniture,Table,23,361.31,8310.13,Retail,1,Low Revenue
ORD04269,2025-10-04,West,Amit,Grocery,Oil,47,466.92,21945.24,Retail,10,Low Revenue
ORD04270,2024-06-13,North,Karthik,Electronics,Tablet,17,1780.3,30265.1,Retail,6,Medium Revenue
ORD04271,2024-05-28,West,Priya,Clothing,Shoes,49,1601.29,78463.21,Wholesale,5,High Revenue
ORD04272,2025-08-06,East,Meena,Clothing,Shirt,2,355.7,711.4,Retail,8,Low Revenue
ORD04273,2025-04-08,West,Rahul,Clothing,Shoes,25,57.74,1443.5,Wholesale,4,Low Revenue
ORD04274,2025-03-10,North,Rahul,Grocery,Milk,19,1652.75,31402.25,Wholesale,3,Medium Revenue
ORD04275,2025-05-22,North,Karthik,Electronics,Laptop,38,1300.31,49411.78,Wholesale,5,Medium Revenue
ORD04276,2024-09-19,West,Sneha,Grocery,Sugar,45,1716.09,77224.05,Wholesale,9,High Revenue
ORD04277,2025-01-12,North,Priya,Clothing,Shoes,45,1953.92,87926.4,Wholesale,1,High Revenue
ORD04278,2025-12-10,East,Meena,Clothing,Jacket,48,777.89,37338.72,Wholesale,12,Medium Revenue
ORD04279,2025-06-21,West,Karthik,Clothing,Shoes,40,1789.69,71587.6,Wholesale,6,High Revenue
ORD04280,2024-08-15,East,Priya,Clothing,Jacket,27,448.51,12109.77,Wholesale,8,Low Revenue
ORD04281,2025-05-24,West,Amit,Grocery,Oil,46,1816.29,83549.34,Wholesale,5,High Revenue
ORD04282,2025-11-12,East,Rahul,Electronics,Tablet,35,902.52,31588.2,Retail,11,Medium Revenue
ORD04283,2024-03-15,East,Karthik,Furniture,Cabinet,12,1989.26,23871.12,Retail,3,Low Revenue
ORD04284,2025-03-21,West,Arjun,Clothing,Jeans,48,687.16,32983.68,Wholesale,3,Medium Revenue
ORD04285,2025-01-22,West,Karthik,Grocery,Oil,1,662.77,662.77,Wholesale,1,Low Revenue
ORD04286,2024-09-04,North,Arjun,Electronics,Tablet,49,875.51,42899.99,Wholesale,9,Medium Revenue
ORD04287,2025-10-09,South,Divya,Grocery,Rice,41,607.78,24918.98,Wholesale,10,Low Revenue
ORD04288,2025-10-16,West,Priya,Electronics,Laptop,16,399.22,6387.52,Retail,10,Low Revenue
ORD04289,2025-09-07,East,Karthik,Electronics,Monitor,5,1251.06,6255.3,Wholesale,9,Low Revenue
ORD04290,2025-07-01,North,Arjun,Electronics,Monitor,2,1441.65,2883.3,Wholesale,7,Low Revenue
ORD04291,2025-06-28,East,Amit,Electronics,Tablet,49,1682.73,82453.77,Retail,6,High Revenue
ORD04292,2024-10-08,East,Meena,Furniture,Desk,25,924.0,23100.0,Wholesale,10,Low Revenue
ORD04293,2024-09-01,East,Sneha,Clothing,Jacket,45,1514.67,68160.15,Retail,9,High Revenue
ORD04294,2024-04-30,East,Meena,Grocery,Rice,11,604.43,6648.73,Retail,4,Low Revenue
ORD04295,2025-08-20,East,Sneha,Electronics,Tablet,34,1547.85,52626.9,Wholesale,8,High Revenue
ORD04296,2024-07-01,East,Priya,Furniture,Desk,16,1445.01,23120.16,Retail,7,Low Revenue
ORD04297,2024-10-22,East,Priya,Furniture,Cabinet,30,1609.91,48297.3,Wholesale,10,Medium Revenue
ORD04298,2025-11-24,East,Karthik,Furniture,Chair,6,321.15,1926.9,Retail,11,Low Revenue
ORD04299,2025-07-25,North,Amit,Clothing,Jacket,49,1077.12,52778.88,Wholesale,7,High Revenue
ORD04300,2025-10-19,East,Priya,Electronics,Monitor,25,1159.0,28975.0,Wholesale,10,Low Revenue
ORD04301,2025-09-08,East,Amit,Clothing,Jeans,22,1782.56,39216.32,Wholesale,9,Medium Revenue
ORD04302,2024-07-07,East,Karthik,Electronics,Phone,43,1913.11,82263.73,Retail,7,High Revenue
ORD04303,2025-09-11,West,Priya,Clothing,Jacket,3,1959.58,5878.74,Retail,9,Low Revenue
ORD04304,2024-04-14,North,Priya,Furniture,Desk,42,1330.68,55888.56,Retail,4,High Revenue
ORD04305,2024-06-09,South,Rahul,Electronics,Phone,32,1104.91,35357.12,Wholesale,6,Medium Revenue
ORD04306,2024-07-02,East,Sneha,Grocery,Sugar,3,821.08,2463.24,Wholesale,7,Low Revenue
ORD04307,2024-08-07,East,Amit,Clothing,Jeans,45,1147.15,51621.75,Wholesale,8,High Revenue
ORD04308,2024-01-30,West,Priya,Electronics,Monitor,30,1492.09,44762.7,Retail,1,Medium Revenue
ORD04309,2025-11-24,West,Karthik,Clothing,Shoes,34,1757.97,59770.98,Wholesale,11,High Revenue
ORD04310,2025-02-07,South,Priya,Furniture,Desk,44,319.74,14068.56,Retail,2,Low Revenue
ORD04311,2024-08-01,North,Meena,Grocery,Oil,16,1773.14,28370.24,Wholesale,8,Low Revenue
ORD04312,2024-12-23,North,Karthik,Furniture,Table,40,47.26,1890.4,Retail,12,Low Revenue
ORD04313,2025-02-07,South,Priya,Clothing,Shoes,27,925.34,24984.18,Wholesale,2,Low Revenue
ORD04314,2025-07-09,North,Meena,Grocery,Rice,16,840.33,13445.28,Retail,7,Low Revenue
ORD04315,2024-09-18,South,Sneha,Clothing,Jacket,7,615.42,4307.94,Wholesale,9,Low Revenue
ORD04316,2025-12-04,West,Arjun,Electronics,Tablet,47,1018.23,47856.81,Wholesale,12,Medium Revenue
ORD04317,2025-07-15,East,Karthik,Grocery,Rice,27,517.79,13980.33,Wholesale,7,Low Revenue
ORD04318,2024-01-05,North,Divya,Electronics,Phone,30,576.99,17309.7,Wholesale,1,Low Revenue
ORD04319,2024-09-25,East,Karthik,Clothing,Jeans,4,817.44,3269.76,Retail,9,Low Revenue
ORD04320,2025-08-14,West,Sneha,Grocery,Milk,25,447.48,11187.0,Wholesale,8,Low Revenue
ORD04321,2024-06-02,East,Rahul,Furniture,Chair,14,960.07,13440.98,Wholesale,6,Low Revenue
ORD04322,2025-07-08,West,Priya,Electronics,Laptop,12,1289.04,15468.48,Wholesale,7,Low Revenue
ORD04323,2024-09-24,South,Meena,Furniture,Desk,15,1858.65,27879.75,Wholesale,9,Low Revenue
ORD04324,2024-05-10,South,Rahul,Furniture,Desk,15,1520.03,22800.45,Wholesale,5,Low Revenue
ORD04325,2025-06-08,North,Sneha,Grocery,Rice,13,996.74,12957.62,Wholesale,6,Low Revenue
ORD04326,2025-12-08,North,Rahul,Grocery,Rice,27,662.88,17897.76,Wholesale,12,Low Revenue
ORD04327,2024-05-13,West,Sneha,Furniture,Chair,39,1142.71,44565.69,Wholesale,5,Medium Revenue
ORD04328,2024-01-12,North,Amit,Grocery,Sugar,19,524.18,9959.42,Retail,1,Low Revenue
ORD04329,2025-02-07,East,Meena,Clothing,Shirt,10,988.37,9883.7,Retail,2,Low Revenue
ORD04330,2024-07-28,North,Sneha,Electronics,Laptop,2,1201.15,2402.3,Wholesale,7,Low Revenue
ORD04331,2024-02-04,West,Sneha,Furniture,Table,12,806.08,9672.96,Retail,2,Low Revenue
ORD04332,2025-10-02,South,Rahul,Furniture,Cabinet,2,735.0,1470.0,Retail,10,Low Revenue
ORD04333,2025-02-27,South,Sneha,Electronics,Phone,46,1703.43,78357.78,Retail,2,High Revenue
ORD04334,2024-06-29,East,Meena,Grocery,Sugar,21,878.72,18453.12,Retail,6,Low Revenue
ORD04335,2024-01-02,East,Priya,Clothing,Jacket,33,466.07,15380.31,Wholesale,1,Low Revenue
ORD04336,2025-07-22,East,Rahul,Furniture,Table,7,177.43,1242.01,Retail,7,Low Revenue
ORD04337,2024-08-25,West,Amit,Clothing,Jeans,1,595.49,595.49,Retail,8,Low Revenue
ORD04338,2025-01-28,South,Meena,Clothing,Jeans,49,176.39,8643.11,Wholesale,1,Low Revenue
ORD04339,2025-11-05,East,Priya,Clothing,Shoes,48,1435.27,68892.96,Wholesale,11,High Revenue
ORD04340,2025-07-12,East,Karthik,Clothing,Shirt,17,1945.13,33067.21,Wholesale,7,Medium Revenue
ORD04341,2024-03-07,North,Arjun,Furniture,Desk,42,1567.63,65840.46,Wholesale,3,High Revenue
ORD04342,2025-07-10,North,Priya,Furniture,Table,32,46.7,1494.4,Wholesale,7,Low Revenue
ORD04343,2025-03-17,South,Priya,Grocery,Milk,46,1253.82,57675.72,Wholesale,3,High Revenue
ORD04344,2024-01-12,North,Meena,Electronics,Tablet,2,20.04,40.08,Wholesale,1,Low Revenue
ORD04345,2024-02-17,North,Sneha,Electronics,Phone,31,1634.46,50668.26,Retail,2,High Revenue
ORD04346,2024-12-08,North,Sneha,Grocery,Rice,48,1107.9,53179.2,Wholesale,12,High Revenue
ORD04347,2025-05-05,South,Arjun,Electronics,Tablet,27,1934.64,52235.28,Wholesale,5,High Revenue
ORD04348,2024-07-10,North,Priya,Electronics,Phone,2,1322.09,2644.18,Retail,7,Low Revenue
ORD04349,2025-12-24,South,Meena,Electronics,Phone,40,582.86,23314.4,Retail,12,Low Revenue
ORD04350,2025-08-14,East,Arjun,Electronics,Monitor,38,1248.63,47447.94,Retail,8,Medium Revenue
ORD04351,2025-02-12,South,Divya,Electronics,Tablet,16,154.61,2473.76,Wholesale,2,Low Revenue
ORD04352,2024-02-03,East,Amit,Furniture,Desk,4,85.15,340.6,Wholesale,2,Low Revenue
ORD04353,2025-08-25,East,Meena,Clothing,Jacket,3,1642.86,4928.58,Retail,8,Low Revenue
ORD04354,2025-01-10,West,Arjun,Electronics,Phone,28,1853.05,51885.4,Wholesale,1,High Revenue
ORD04355,2025-04-02,North,Amit,Electronics,Laptop,40,1621.65,64866.0,Retail,4,High Revenue
ORD04356,2024-03-30,South,Meena,Furniture,Cabinet,19,325.69,6188.11,Wholesale,3,Low Revenue
ORD04357,2024-11-06,North,Karthik,Clothing,Shoes,41,151.94,6229.54,Wholesale,11,Low Revenue
ORD04358,2025-11-16,East,Sneha,Grocery,Sugar,36,781.7,28141.2,Wholesale,11,Low Revenue
ORD04359,2024-09-29,East,Amit,Electronics,Phone,23,975.15,22428.45,Retail,9,Low Revenue
ORD04360,2024-11-21,East,Karthik,Furniture,Cabinet,15,1133.44,17001.6,Wholesale,11,Low Revenue
ORD04361,2024-08-21,South,Meena,Grocery,Milk,28,266.64,7465.92,Retail,8,Low Revenue
ORD04362,2024-05-21,West,Amit,Electronics,Laptop,26,629.63,16370.38,Retail,5,Low Revenue
ORD04363,2024-01-31,East,Meena,Grocery,Oil,13,1240.08,16121.04,Wholesale,1,Low Revenue
ORD04364,2025-12-22,North,Karthik,Grocery,Rice,27,993.12,26814.24,Wholesale,12,Low Revenue
ORD04365,2025-11-01,East,Amit,Electronics,Tablet,14,1743.3,24406.2,Retail,11,Low Revenue
ORD04366,2024-03-18,South,Priya,Clothing,Shirt,47,943.13,44327.11,Retail,3,Medium Revenue
ORD04367,2025-03-09,East,Rahul,Clothing,Jeans,49,57.04,2794.96,Retail,3,Low Revenue
ORD04368,2024-05-14,East,Sneha,Clothing,Shirt,42,64.86,2724.12,Wholesale,5,Low Revenue
ORD04369,2024-10-17,North,Meena,Clothing,Shoes,35,1025.46,35891.1,Retail,10,Medium Revenue
ORD04370,2024-09-02,South,Karthik,Clothing,Shoes,44,1619.93,71276.92,Retail,9,High Revenue
ORD04371,2025-12-22,East,Sneha,Furniture,Cabinet,5,1489.0,7445.0,Retail,12,Low Revenue
ORD04372,2024-07-09,East,Priya,Electronics,Tablet,42,277.04,11635.68,Retail,7,Low Revenue
ORD04373,2025-03-26,South,Karthik,Electronics,Laptop,12,1591.47,19097.64,Wholesale,3,Low Revenue
ORD04374,2024-02-21,South,Priya,Grocery,Oil,36,154.82,5573.52,Retail,2,Low Revenue
ORD04375,2024-08-05,North,Meena,Furniture,Chair,25,89.42,2235.5,Retail,8,Low Revenue
ORD04376,2025-02-16,West,Arjun,Grocery,Oil,50,946.9,47345.0,Wholesale,2,Medium Revenue
ORD04377,2024-12-12,South,Rahul,Electronics,Monitor,24,1669.31,40063.44,Retail,12,Medium Revenue
ORD04378,2024-10-05,West,Rahul,Electronics,Laptop,47,1682.52,79078.44,Wholesale,10,High Revenue
ORD04379,2025-04-12,South,Karthik,Furniture,Desk,32,302.45,9678.4,Wholesale,4,Low Revenue
ORD04380,2025-09-02,South,Karthik,Electronics,Laptop,3,170.02,510.06,Retail,9,Low Revenue
ORD04381,2024-07-20,North,Karthik,Furniture,Chair,34,1056.3,35914.2,Wholesale,7,Medium Revenue
ORD04382,2025-04-20,South,Divya,Furniture,Table,12,1799.78,21597.36,Wholesale,4,Low Revenue
ORD04383,2025-07-25,South,Sneha,Furniture,Cabinet,25,580.48,14512.0,Wholesale,7,Low Revenue
ORD04384,2024-01-31,North,Rahul,Electronics,Laptop,37,1407.16,52064.92,Retail,1,High Revenue
ORD04385,2025-11-23,South,Rahul,Clothing,Shoes,35,1751.39,61298.65,Retail,11,High Revenue
ORD04386,2024-11-03,South,Sneha,Clothing,Shoes,18,1126.49,20276.82,Retail,11,Low Revenue
